record_type,record_id,entity_a,entity_b,source_a,source_b,field,value_a,value_b,severity
relationship,6372,Trump,Crippled America,corpus,doc-explorer,relationship_type,co_occurrence,reported book royalties from,low
relationship,6373,Trump,Think Like a Billionaire,corpus,doc-explorer,relationship_type,co_occurrence,reported book royalties from,low
relationship,6374,Trump,Fifty Seventh Street Associates LLC,corpus,doc-explorer,relationship_type,co_occurrence,held position as President,low
relationship,6375,Trump,Wollman Rink Operations LLC,corpus,doc-explorer,relationship_type,co_occurrence,reported income from,low
relationship,6377,Trump,Screen Actors Guild Pension,corpus,doc-explorer,relationship_type,co_occurrence,disclosed pension interest in,low
relationship,6379,Trump,Office of Government Ethics,corpus,doc-explorer,relationship_type,co_occurrence,filed financial disclosure form,low
relationship,6380,Trump,Deutsche Asset & Wealth Management,corpus,doc-explorer,relationship_type,co_occurrence,held stock portfolio in,low
relationship,6381,Trump,Ladder Capital Finance LLC,corpus,doc-explorer,relationship_type,co_occurrence,maintained liabilities with,low
relationship,6383,Trump,Trump International Golf Links - Scotland,corpus,doc-explorer,relationship_type,co_occurrence,held ownership interest in,low
relationship,6384,Trump,401 North Wabash Venture LLC,corpus,doc-explorer,relationship_type,co_occurrence,held equity interest in,low
relationship,6385,Trump,Chicago Unit Acquisition LLC,corpus,doc-explorer,relationship_type,co_occurrence,maintained liabilities with,low
relationship,6387,Trump,DJT Aerospace LLC,corpus,doc-explorer,relationship_type,co_occurrence,holds 100% ownership stake in,low
relationship,6421,Jeffrey Epstein,Federal prosecutors,corpus,doc-explorer,relationship_type,co_occurrence,demanded payment from,low
relationship,6424,Jeffrey Epstein,Florida court,corpus,doc-explorer,relationship_type,co_occurrence,faced felony conviction in,low
relationship,6428,Jeffrey Epstein,state court judge,corpus,doc-explorer,relationship_type,co_occurrence,scheduled to enter guilty plea before,low
relationship,6434,Jeffrey Epstein,Alan Dershowitz,corpus,doc-explorer,relationship_type,co_occurrence,was represented by,low
relationship,6438,Jeffrey Epstein,unknown questions,corpus,doc-explorer,relationship_type,co_occurrence,invoked Fifth Amendment privilege in response to questioning about,low
relationship,6442,Hillary Clinton,Yitzhak Rabin,corpus,doc-explorer,relationship_type,co_occurrence,attended state funeral of,low
relationship,6445,Hillary Clinton,Shimon Peres,corpus,doc-explorer,relationship_type,co_occurrence,pledged support to,low
relationship,6450,Alan Dershowitz,CNN Live with Hala Gorani,corpus,doc-explorer,relationship_type,co_occurrence,made public statements,low
relationship,6457,Virginia Giuffre,Alan Dershowitz,corpus,doc-explorer,relationship_type,co_occurrence,made allegations against,low
relationship,6467,Jeffrey Epstein,Palm Beach estate,corpus,doc-explorer,relationship_type,co_occurrence,engaged in sexual abuse of underage girls at,low
relationship,6469,Ghislaine Maxwell,Alan Dershowitz,corpus,doc-explorer,relationship_type,co_occurrence,traveled on flight with,low
relationship,6475,Alan Dershowitz,Bob Josefsberg,corpus,doc-explorer,relationship_type,co_occurrence,identified academician category of abusers including,low
relationship,6476,Alan Dershowitz,any co-conspirators,corpus,doc-explorer,relationship_type,co_occurrence,involved in drafting nonprosecution agreement with blank-check immunity for,low
relationship,6483,Alan Dershowitz,October 2005,corpus,doc-explorer,relationship_type,co_occurrence,appeared on flight log dated,low
relationship,6488,Jeffrey Epstein,Paul Cassell,corpus,doc-explorer,relationship_type,co_occurrence,represented clients in cases against,low
relationship,6496,Alan Dershowitz,Jeffrey Epstein's properties,corpus,doc-explorer,relationship_type,co_occurrence,was identified as having visited,low
relationship,6497,Jeffrey Epstein,U.S. Attorney for South Florida,corpus,doc-explorer,relationship_type,co_occurrence,negotiated Non-Prosecution Agreement with,low
relationship,6499,Virginia Giuffre,"Andrew, Duke of York",doc-explorer,rhowardstone,relationship_type,issued denial,associated_with,low
relationship,6507,Ghislaine Maxwell,Virginia Giuffre,corpus,doc-explorer,relationship_type,co_occurrence,recruited and groomed,low
relationship,6508,Jean-Luc Brunel,Virginia Giuffre,doc-explorer,rhowardstone,relationship_type,sexually abused,associated_with,low
relationship,6509,Jeffrey Epstein,Virginia Giuffre,corpus,doc-explorer,relationship_type,co_occurrence,paid,low
relationship,6518,Alan Dershowitz,Broward County Circuit Court,corpus,doc-explorer,relationship_type,co_occurrence,filed motion for clarification of confidentiality order,low
relationship,6519,Alan Dershowitz,Thomas E. Scott,corpus,doc-explorer,relationship_type,co_occurrence,filed motion on behalf of,low
relationship,6593,Jeffrey Epstein,Amanda Ens,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,6596,Jeffrey Epstein,Richard Kahn,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,6619,Hillary Clinton,Virginia Giuffre,doc-explorer,rhowardstone,relationship_type,claimed to have met,associated_with,low
relationship,6625,Ghislaine Maxwell,Jeffrey S. Pagliuca,corpus,doc-explorer,relationship_type,co_occurrence,provided legal representation to,low
relationship,6634,Jeffrey Epstein,Michelle Pagan,corpus,doc-explorer,relationship_type,co_occurrence,investigated,low
relationship,6635,Jeffrey Epstein,Joseph Recarey,corpus,doc-explorer,relationship_type,co_occurrence,took over investigation of,low
relationship,6637,Ghislaine Maxwell,previous statement,corpus,doc-explorer,relationship_type,co_occurrence,made public statement affirming,low
relationship,6647,Ghislaine Maxwell,Manhattan townhouse,corpus,doc-explorer,relationship_type,co_occurrence,sold,low
relationship,6663,Ghislaine Maxwell,police investigation,corpus,doc-explorer,relationship_type,co_occurrence,testified at deposition that she never read prior to January 2015,low
relationship,6664,Ghislaine Maxwell,Sigrid McCawley,corpus,doc-explorer,relationship_type,co_occurrence,presented documents at deposition to,low
relationship,6675,Ghislaine Maxwell,Jeffrey Epstein,corpus,doc-explorer,relationship_type,co_occurrence,was employed by and worked for,low
relationship,6677,Ghislaine Maxwell,Laura Menninger,corpus,doc-explorer,relationship_type,co_occurrence,filed opposition brief on behalf of,low
relationship,6679,Ehud Barak,Camp David,corpus,doc-explorer,relationship_type,co_occurrence,returned from failed peace summit,low
relationship,6681,Ehud Barak,Hillary Clinton,corpus,doc-explorer,relationship_type,co_occurrence,publicly praised talks with,low
relationship,6683,Ehud Barak,Yasir Arafat,corpus,doc-explorer,relationship_type,co_occurrence,negotiated with,low
relationship,6715,Hillary Clinton,Yasser Arafat,corpus,doc-explorer,relationship_type,co_occurrence,presented broader peace proposal to,low
relationship,6720,Ehud Barak,Ariel Sharon,corpus,doc-explorer,relationship_type,co_occurrence,lost election to,low
relationship,6723,Ehud Barak,Nili Priel,corpus,doc-explorer,relationship_type,co_occurrence,reconciled with,low
relationship,6725,Ehud Barak,Shimon Peres,corpus,doc-explorer,relationship_type,co_occurrence,phoned for advice from,low
relationship,6730,Ehud Barak,Labor Party,corpus,doc-explorer,relationship_type,co_occurrence,elected chairman of,low
relationship,6732,Ehud Barak,Syrian nuclear reactor,corpus,doc-explorer,relationship_type,co_occurrence,authorized military strike on,low
relationship,6739,Ehud Barak,Benjamin Netanyahu,corpus,doc-explorer,relationship_type,co_occurrence,appointed as Defense Minister under,low
relationship,6748,Ehud Barak,Leon Panetta,corpus,doc-explorer,relationship_type,co_occurrence,requested delay of joint military exercise from,low
relationship,6752,Ehud Barak,Israeli public,corpus,doc-explorer,relationship_type,co_occurrence,announced retirement from politics,low
relationship,6797,Ehud Barak,Yom Kippur War,corpus,doc-explorer,relationship_type,co_occurrence,received notification and returned to serve in,low
relationship,6803,Ehud Barak,Suez Canal,corpus,doc-explorer,relationship_type,co_occurrence,commanded armored battalion in crossing of,low
relationship,6815,Ehud Barak,Yitzhak Rabin,corpus,doc-explorer,relationship_type,co_occurrence,met with,low
relationship,6820,Ehud Barak,military intelligence,corpus,doc-explorer,relationship_type,co_occurrence,worked in,low
relationship,6853,Ehud Barak,Yitzhak Rabin,corpus,doc-explorer,relationship_type,co_occurrence,called,low
relationship,6857,Ehud Barak,Walid Muallem,corpus,doc-explorer,relationship_type,co_occurrence,met with,low
relationship,6861,Ehud Barak,Oslo II Agreement,corpus,doc-explorer,relationship_type,co_occurrence,participated in cabinet vote on,low
relationship,6884,Ehud Barak,Tony Blair,corpus,doc-explorer,relationship_type,co_occurrence,met with,low
relationship,6905,Ehud Barak,Yasser Arafat,corpus,doc-explorer,relationship_type,co_occurrence,met with Yasser Arafat,low
relationship,6908,Hillary Clinton,Hafez al-Assad,corpus,doc-explorer,relationship_type,co_occurrence,met with Hafez al-Assad,low
relationship,6912,Ehud Barak,Dennis Ross,corpus,doc-explorer,relationship_type,co_occurrence,met with Dennis Ross and negotiating team,low
relationship,6913,Hillary Clinton,delegations,corpus,doc-explorer,relationship_type,co_occurrence,withdrew problematic American draft document,low
relationship,6916,Jeffrey Epstein,Lawrence Krauss,corpus,doc-explorer,relationship_type,co_occurrence,forwarded email to,low
relationship,6918,Jeffrey Epstein,Nicholas Ribis,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,6919,Jeffrey Epstein,solicitation of prostitution from a minor,corpus,doc-explorer,relationship_type,co_occurrence,was charged with and convicted of,low
relationship,6921,Jeffrey Epstein,MC2 Models Miami,corpus,doc-explorer,relationship_type,co_occurrence,provided financial backing to,low
relationship,6942,Jeffrey Epstein,Jeffrey Fuller,corpus,doc-explorer,relationship_type,co_occurrence,made public statement denying involvement of,low
relationship,6949,Jean-Luc Brunel,Jeffrey Epstein,doc-explorer,rhowardstone,relationship_type,allegedly trafficked victim to,associated_with,low
relationship,6983,Jeffrey Epstein,Naomi Campbell,corpus,doc-explorer,relationship_type,co_occurrence,entertained on private jet,low
relationship,6986,Jeffrey Epstein,Bill Riley,corpus,doc-explorer,relationship_type,co_occurrence,contacted on behalf of,low
relationship,7000,Jeffrey Epstein,Kenneth Starr,corpus,doc-explorer,relationship_type,co_occurrence,characterized prosecution as motivated by,low
relationship,7003,Jeffrey Epstein,Florida Grand Jury,corpus,doc-explorer,relationship_type,co_occurrence,issued indictment against,low
relationship,7006,Jeffrey Epstein,Marie Villafana,corpus,doc-explorer,relationship_type,co_occurrence,prosecuted federal case against,low
relationship,7030,Jeffrey Epstein,massage appointments,corpus,doc-explorer,relationship_type,co_occurrence,directed assistants to schedule,low
relationship,7031,Jeffrey Epstein,masseuses,corpus,doc-explorer,relationship_type,co_occurrence,inquired about age of,low
relationship,7036,Jeffrey Epstein,state grand jury,corpus,doc-explorer,relationship_type,co_occurrence,indicted,low
relationship,7039,Jeffrey Epstein,young women,corpus,doc-explorer,relationship_type,co_occurrence,expressed preference for specific physical characteristics in,low
relationship,7044,Jeffrey Epstein,Lanna Leigh Belohlavek,corpus,doc-explorer,relationship_type,co_occurrence,represented the state in prosecution of,low
relationship,7053,Jeffrey Epstein,Solicitation of Prostitution,corpus,doc-explorer,relationship_type,co_occurrence,agreed to plead guilty to state charges including,low
relationship,7054,Jeffrey Epstein,sex offender,corpus,doc-explorer,relationship_type,co_occurrence,agreed to register as,low
relationship,7060,Jeffrey Epstein,Sandra McSorley,corpus,doc-explorer,relationship_type,co_occurrence,scheduled for change of plea and sentencing before,low
relationship,7064,Jeffrey Epstein,Jane Doe No. #3,corpus,doc-explorer,relationship_type,co_occurrence,sexually assaulted,low
relationship,7076,Jeffrey Epstein,Roy Black,corpus,doc-explorer,relationship_type,co_occurrence,participated in representation of,low
relationship,7077,Jeffrey Epstein,Martin Weinberg,corpus,doc-explorer,relationship_type,co_occurrence,provided representation to,low
relationship,7104,Jeffrey Epstein,Peggy Siegal,corpus,doc-explorer,relationship_type,co_occurrence,requested transmission to,low
relationship,7149,Jeffrey Epstein,Spencer Kuvin,corpus,doc-explorer,relationship_type,co_occurrence,provided legal counsel to victims in case against,low
relationship,7151,Jeffrey Epstein,Robert C. Josefsberg,corpus,doc-explorer,relationship_type,co_occurrence,provided legal counsel to victims in case against,low
relationship,7153,Jeffrey Epstein,Kendall Coffey,corpus,doc-explorer,relationship_type,co_occurrence,served as special counsel to law firm on case against,low
relationship,7154,Jeffrey Epstein,Adam D. Horowitz,corpus,doc-explorer,relationship_type,co_occurrence,provided legal counsel to victims in case against,low
relationship,7155,Jeffrey Epstein,Katherine Ezell,corpus,doc-explorer,relationship_type,co_occurrence,provided legal counsel to victims in case against,low
relationship,7156,Jeffrey Epstein,Sid Garcia,corpus,doc-explorer,relationship_type,co_occurrence,provided legal counsel to victims in case against,low
relationship,7157,Jeffrey Epstein,Stuart S. Mermelstein,corpus,doc-explorer,relationship_type,co_occurrence,provided legal counsel to victims in case against,low
relationship,7158,Trump,Alan Garten,corpus,doc-explorer,relationship_type,co_occurrence,served as counsel for,low
relationship,7161,Jeffrey Epstein,Wayne Black,corpus,doc-explorer,relationship_type,co_occurrence,served as private investigator in case against,low
relationship,7162,Jeffrey Epstein,Farmer Jaffe Weissing Edwards Fistos and Lehrman,corpus,doc-explorer,relationship_type,co_occurrence,compiled Master Contact List for litigation against,low
relationship,7163,Jeffrey Epstein,Stephanie D. Thacker,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,7165,Jeffrey Epstein,Marshall Heyman,corpus,doc-explorer,relationship_type,co_occurrence,received event options from,low
relationship,7173,Jeffrey Epstein,Asmallworld,corpus,doc-explorer,relationship_type,co_occurrence,sent promotional email to,low
relationship,7298,Jeffrey Epstein,Tonja Haddad Coleman,corpus,doc-explorer,relationship_type,co_occurrence,sent email to,low
relationship,7301,Trump,Farmer Jaffe,corpus,doc-explorer,relationship_type,co_occurrence,filed lawsuit against,low
relationship,7306,Jeffrey Epstein,OpenCog Hong Kong project,corpus,doc-explorer,relationship_type,co_occurrence,helped support,low
relationship,7356,Bradley Edwards,Jeffrey Epstein,corpus,doc-explorer,relationship_type,co_occurrence,pursued lawsuit against,low
relationship,7364,Jeffrey Epstein,Lesley Groff,corpus,doc-explorer,relationship_type,co_occurrence,instructed not to cooperate with,low
relationship,7375,Jeffrey Epstein,George Rush,corpus,doc-explorer,relationship_type,co_occurrence,gave recorded interview to,low
relationship,7376,Jeffrey Epstein,Deborah Dale Pucillo,corpus,doc-explorer,relationship_type,co_occurrence,issued no-contact order against,low
